qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_0254,HAU,HAU/user7/3-1-1,single,Which action is performed in this video?,Checking body temperature,Sweeping,Massaging oneself,Checking the time,B,user7
training_0255,HAU,HAU/user7/3-1-2,single,Which action is performed in this video?,Running,Eating,Squats,Folding clothes,A,user7
training_0256,HAU,HAU/user7/3-1-3,single,Which action is performed in this video?,Stretching,Brushing teeth,Watching TV,Massaging oneself,A,user7
training_0257,HAU,HAU/user7/3-2-1,single,Which action is performed in this video?,Wiping hands,Using a phone,Stretching,Walking,D,user7
training_0258,HAU,HAU/user7/3-2-2,single,Which action is performed in this video?,Eating,Listening to the music with headphones,Wiping surface,Wiping hands,A,user7
training_0259,HAU,HAU/user7/3-2-3,single,Which action is performed in this video?,Writing,Squats,Grabbing utensils,Wiping surface,C,user7
training_0260,HAU,HAU/user7/3-3-1,single,Which action is performed in this video?,Stirring,Reading,Wiping surface,Washing dishes,C,user7
training_0262,HAU,HAU/user7/3-3-3,single,Which action is performed in this video?,Massaging oneself,Walking,Jumping jacks,Stirring,B,user7
training_0263,HAU,HAU/user7/4-1-1,single,Which action is performed in this video?,Running,Massaging oneself,Taking medicine,Brushing teeth,C,user7
training_0264,HAU,HAU/user7/4-1-2,single,Which action is performed in this video?,Watching TV,Grabbing utensils,Drinking,Taking medicine,D,user7
training_0265,HAU,HAU/user7/4-1-3,single,Which action is performed in this video?,Standing up,Watching TV,Calling,Pouring,A,user7
training_0266,HAU,HAU/user7/5-1-1,single,Which action is performed in this video?,Getting dressed,Lying down,Undressing,Checking the time,C,user7
training_0267,HAU,HAU/user7/5-1-2,single,Which action is performed in this video?,Lying down,Standing up,Undressing,Washing dishes,C,user7
training_0268,HAU,HAU/user7/5-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Reading,Undressing,Taking a selfie,C,user7
training_0269,HAU,HAU/user7/5-2-1,single,Which action is performed in this video?,Stirring,Reading,Running,Mopping,A,user7
training_0270,HAU,HAU/user7/5-2-2,single,Which action is performed in this video?,Sweeping,Undressing,Playing games,Pouring,D,user7
training_0271,HAU,HAU/user7/5-2-3,single,Which action is performed in this video?,Folding clothes,Writing,Pouring,Using a phone,C,user7
training_0272,HAU,HAU/user7/5-3-1,single,Which action is performed in this video?,Eating,Brushing teeth,Massaging oneself,Watching TV,A,user7
training_0273,HAU,HAU/user7/5-3-2,single,Which action is performed in this video?,Sitting down,Undressing,Lunges,Calling,A,user7
training_0274,HAU,HAU/user7/5-3-3,single,Which action is performed in this video?,Sweeping,Washing face,Playing games,Eating,D,user7
training_0275,HAU,HAU/user7/6-1-1,single,Which action is performed in this video?,Using a phone,Combing hair,Lunges,Getting dressed,D,user7
training_0276,HAU,HAU/user7/6-1-2,single,Which action is performed in this video?,Massaging oneself,Reading,Drinking,Getting dressed,D,user7
training_0277,HAU,HAU/user7/6-1-3,single,Which action is performed in this video?,Pouring,Grabbing utensils,Stirring,Getting dressed,D,user7
training_0278,HAU,HAU/user7/6-2-1,single,Which action is performed in this video?,Sweeping,Pouring,Massaging oneself,Listening to the music with headphones,D,user7
training_0279,HAU,HAU/user7/6-2-2,single,Which action is performed in this video?,Combing hair,Grabbing utensils,Reading,Listening to the music with headphones,D,user7
training_0280,HAU,HAU/user7/6-2-3,single,Which action is performed in this video?,Massaging oneself,Stretching,Listening to the music with headphones,Grabbing utensils,C,user7
training_0281,HAU,HAU/user7/6-3-1,single,Which action is performed in this video?,Lunges,Turning a page,Playing games,Sitting down,D,user7
training_0283,HAU,HAU/user7/6-3-3,single,Which action is performed in this video?,Walking,Folding clothes,Washing dishes,Squats,A,user7
training_0284,HAU,HAU/user7/7-1-1,single,Which action is performed in this video?,Checking body temperature,Pouring,Squats,Playing games,A,user7
training_0285,HAU,HAU/user7/7-1-2,single,Which action is performed in this video?,Checking the time,Lunges,Brushing teeth,Checking body temperature,D,user7
training_0286,HAU,HAU/user7/7-1-3,single,Which action is performed in this video?,Using a phone,Mopping,Jumping jacks,Listening to the music with headphones,D,user7
training_0287,HAU,HAU/user7/7-2-1,single,Which action is performed in this video?,Wiping surface,Checking the time,Listening to the music with headphones,Eating,D,user7
training_0288,HAU,HAU/user7/7-2-2,single,Which action is performed in this video?,Writing,Running,Wiping hands,Walking,C,user7
training_0289,HAU,HAU/user7/7-2-3,single,Which action is performed in this video?,Taking medicine,Calling,Eating,Turning a page,C,user7
training_0290,HAU,HAU/user8/1-1-1,single,Which action is performed in this video?,Reading,Wiping surface,Checking the time,Brushing teeth,D,user8
training_0291,HAU,HAU/user8/1-1-2,single,Which action is performed in this video?,Wiping hands,Calling,Checking the time,Taking medicine,A,user8
training_0292,HAU,HAU/user8/1-1-3,single,Which action is performed in this video?,Checking the time,Wiping hands,Peeling fruit,Playing games,B,user8
training_0293,HAU,HAU/user8/1-2-1,single,Which action is performed in this video?,Taking medicine,Listening to the music with headphones,Squats,Folding clothes,B,user8
training_0294,HAU,HAU/user8/1-2-2,single,Which action is performed in this video?,Taking a selfie,Drinking,Typing on a keyboard,Grabbing utensils,A,user8
training_0295,HAU,HAU/user8/1-2-3,single,Which action is performed in this video?,Washing dishes,Drinking,Undressing,Calling,D,user8
training_0296,HAU,HAU/user8/2-1-1,single,Which action is performed in this video?,Grabbing utensils,Washing face,Stirring,Folding clothes,D,user8
training_0297,HAU,HAU/user8/2-1-2,single,Which action is performed in this video?,Reading,Sweeping,Listening to the music with headphones,Taking a selfie,C,user8
training_0298,HAU,HAU/user8/2-1-3,single,Which action is performed in this video?,Combing hair,Washing dishes,Folding clothes,Massaging oneself,C,user8
training_0299,HAU,HAU/user8/2-2-1,single,Which action is performed in this video?,Stretching,Walking,Using a phone,Peeling fruit,B,user8
training_0300,HAU,HAU/user8/2-2-2,single,Which action is performed in this video?,Checking body temperature,Wiping surface,Drinking,Turning a page,B,user8
training_0301,HAU,HAU/user8/2-2-3,single,Which action is performed in this video?,Writing,Walking,Jumping jacks,Lying down,B,user8
training_0302,HAU,HAU/user8/3-1-1,single,Which action is performed in this video?,Sweeping,Writing,Peeling fruit,Lying down,A,user8
training_0303,HAU,HAU/user8/3-1-2,single,Which action is performed in this video?,Checking body temperature,Peeling fruit,Washing dishes,Mopping,D,user8
training_0304,HAU,HAU/user8/3-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Peeling fruit,Sweeping,Drinking,C,user8
training_0305,HAU,HAU/user8/3-2-1,single,Which action is performed in this video?,Washing face,Lying down,Washing dishes,Taking a selfie,C,user8
training_0306,HAU,HAU/user8/3-2-2,single,Which action is performed in this video?,Washing face,Using a phone,Pouring,Taking a selfie,C,user8
training_0307,HAU,HAU/user8/3-2-3,single,Which action is performed in this video?,Mopping,Using a phone,Washing dishes,Running,C,user8
training_0308,HAU,HAU/user8/3-3-1,single,Which action is performed in this video?,Washing dishes,Walking,Calling,Playing games,B,user8
training_0309,HAU,HAU/user8/3-3-2,single,Which action is performed in this video?,Playing games,Lying down,Listening to the music with headphones,Walking,D,user8
training_0310,HAU,HAU/user8/3-3-3,single,Which action is performed in this video?,Squats,Walking,Getting dressed,Sitting down,B,user8
training_0311,HAU,HAU/user8/4-1-1,single,Which action is performed in this video?,Checking body temperature,Pouring,Sitting down,Sweeping,C,user8
training_0312,HAU,HAU/user8/4-1-2,single,Which action is performed in this video?,Getting dressed,Taking medicine,Mopping,Sitting down,D,user8
training_0313,HAU,HAU/user8/4-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Standing up,Squats,Checking body temperature,A,user8
training_0314,HAU,HAU/user8/4-2-1,single,Which action is performed in this video?,Standing up,Stirring,Turning a page,Brushing teeth,B,user8
training_0315,HAU,HAU/user8/4-2-2,single,Which action is performed in this video?,Jumping jacks,Walking,Lunges,Combing hair,B,user8
training_0316,HAU,HAU/user8/4-2-3,single,Which action is performed in this video?,Combing hair,Playing games,Taking medicine,Walking,D,user8
training_0317,HAU,HAU/user8/5-1-1,single,Which action is performed in this video?,Lying down,Listening to the music with headphones,Using a phone,Lunges,D,user8
training_0318,HAU,HAU/user8/5-1-2,single,Which action is performed in this video?,Grabbing utensils,Running,Eating,Watching TV,B,user8
training_0319,HAU,HAU/user8/5-1-3,single,Which action is performed in this video?,Checking the time,Washing face,Washing dishes,Grabbing utensils,A,user8
training_0320,HAU,HAU/user8/6-1-1,single,Which action is performed in this video?,Checking body temperature,Folding clothes,Squats,Using a phone,C,user8
training_0321,HAU,HAU/user8/6-1-2,single,Which action is performed in this video?,Getting dressed,Washing dishes,Pouring,Calling,A,user8
training_0322,HAU,HAU/user8/6-1-3,single,Which action is performed in this video?,Wiping surface,Undressing,Drinking,Typing on a keyboard,B,user8
training_0323,HAU,HAU/user8/6-2-1,single,Which action is performed in this video?,Running,Taking medicine,Standing up,Lying down,C,user8
training_0324,HAU,HAU/user8/6-2-2,single,Which action is performed in this video?,Turning a page,Lunges,Watching TV,Mopping,A,user8
training_0325,HAU,HAU/user8/6-2-3,single,Which action is performed in this video?,Wiping surface,Mopping,Stretching,Checking body temperature,C,user8
training_0326,HAU,HAU/user8/7-1-1,single,Which action is performed in this video?,Wiping surface,Stirring,Undressing,Jumping jacks,C,user8
training_0327,HAU,HAU/user8/7-1-2,single,Which action is performed in this video?,Eating,Wiping hands,Running,Taking a selfie,B,user8
training_0328,HAU,HAU/user8/7-1-3,single,Which action is performed in this video?,Reading,Eating,Typing on a keyboard,Massaging oneself,D,user8
training_0329,HAU,HAU/user8/7-2-1,single,Which action is performed in this video?,Watching TV,Wiping surface,Standing up,Peeling fruit,D,user8
training_0330,HAU,HAU/user8/7-2-2,single,Which action is performed in this video?,Wiping surface,Watching TV,Checking the time,Stirring,D,user8
training_0331,HAU,HAU/user8/7-2-3,single,Which action is performed in this video?,Peeling fruit,Sitting down,Washing dishes,Reading,A,user8
training_0332,HAU,HAU/user9/1-1-1,single,Which action is performed in this video?,Pouring,Brushing teeth,Standing up,Listening to the music with headphones,B,user9
training_0333,HAU,HAU/user9/1-1-2,single,Which action is performed in this video?,Folding clothes,Drinking,Getting dressed,Grabbing utensils,C,user9
training_0334,HAU,HAU/user9/1-1-3,single,Which action is performed in this video?,Combing hair,Taking a selfie,Typing on a keyboard,Washing face,A,user9
training_0335,HAU,HAU/user9/1-2-1,single,Which action is performed in this video?,Wiping surface,Listening to the music with headphones,Lunges,Mopping,B,user9
training_0336,HAU,HAU/user9/1-2-2,single,Which action is performed in this video?,Using a phone,Typing on a keyboard,Jumping jacks,Massaging oneself,B,user9
training_0337,HAU,HAU/user9/1-2-3,single,Which action is performed in this video?,Typing on a keyboard,Running,Jumping jacks,Taking medicine,A,user9
training_0338,HAU,HAU/user9/2-1-1,single,Which action is performed in this video?,Lunges,Using a phone,Calling,Pouring,D,user9
training_0339,HAU,HAU/user9/2-1-2,single,Which action is performed in this video?,Turning a page,Wiping surface,Brushing teeth,Stirring,D,user9
training_0340,HAU,HAU/user9/2-1-3,single,Which action is performed in this video?,Listening to the music with headphones,Sitting down,Grabbing utensils,Checking the time,C,user9
training_0341,HAU,HAU/user9/2-2-1,single,Which action is performed in this video?,Sitting down,Squats,Standing up,Stirring,B,user9
training_0342,HAU,HAU/user9/2-2-2,single,Which action is performed in this video?,Standing up,Jumping jacks,Peeling fruit,Taking medicine,B,user9
training_0343,HAU,HAU/user9/2-2-3,single,Which action is performed in this video?,Walking,Undressing,Using a phone,Washing face,A,user9
training_0344,HAU,HAU/user9/2-3-1,single,Which action is performed in this video?,Calling,Wiping surface,Washing face,Walking,D,user9
training_0345,HAU,HAU/user9/2-3-2,single,Which action is performed in this video?,Brushing teeth,Washing face,Checking body temperature,Peeling fruit,D,user9
training_0346,HAU,HAU/user9/2-3-3,single,Which action is performed in this video?,Brushing teeth,Massaging oneself,Playing games,Peeling fruit,D,user9
training_0347,HAU,HAU/user9/3-1-1,single,Which action is performed in this video?,Squats,Playing games,Folding clothes,Stirring,B,user9
training_0348,HAU,HAU/user9/3-1-2,single,Which action is performed in this video?,Writing,Undressing,Listening to the music with headphones,Drinking,B,user9
training_0349,HAU,HAU/user9/3-1-3,single,Which action is performed in this video?,Drinking,Checking the time,Playing games,Wiping surface,C,user9
training_0350,HAU,HAU/user9/3-2-1,single,Which action is performed in this video?,Taking medicine,Drinking,Undressing,Lying down,B,user9
training_0351,HAU,HAU/user9/3-2-2,single,Which action is performed in this video?,Jumping jacks,Walking,Listening to the music with headphones,Checking body temperature,B,user9
